생태구명	정점명	관측년도	관측월	조사일자	날씨	수심	투명도(m)	수온(℃) 표층	수온(℃) 저층	염분 표층	염분 저층	수소이온농도 표층	수소이온농도 저층	용존산소량(㎎/L) 표층	용존산소량(㎎/L) 저층	화학적산소요구량(㎎/L) 표층	화학적산소요구량(㎎/L) 저층	암모니아성질소(㎍/L) 표층	암모니아성질소(㎍/L) 저층	아질산성질소(㎍/L) 표층	아질산성질소(㎍/L) 저층	질산성질소(㎍/L) 표층	질산성질소(㎍/L) 저층	용존무기질소(㎍/L) 표층	용존무기질소(㎍/L) 저층	총질소(㎍/L) 표층	총질소(㎍/L) 저층	용존무기인(㎍/L) 표층	용존무기인(㎍/L) 저층	총인(㎍/L) 표층	총인(㎍/L) 저층	규산규소(㎍/L) 표층	규산규소(㎍/L) 저층	부유물질(㎎/L) 표층	부유물질(㎎/L) 저층	클로로필a(㎍/L) 표층	클로로필a(㎍/L) 저층	WQI등급
대한해협	행암만1	2016	05	2016-05-15	구름조금	9	2.3	17.96	17.66	32.43	32.47	8.47	8.32	12.91	10.94	2.71	2.69	40.00	27.70	12.50	8.00	24.60	13.00	77.10	48.60			3.00	1.90	20.40		186.60	107.90	12.00	7.00	6.27	8.77	1
대한해협	행암만2	2016	05	2016-05-15	구름조금	7	1.5	18.70	17.73	32.30	32.45	8.55	8.38	14.75	11.73	3.70	3.07	88.00	15.70	2.50	0.80	11.00	1.90	101.50	18.50			3.10	1.70	34.50		221.20	150.00	8.60	6.70	17.53	8.37	3
대한해협	행암만3	2016	05	2016-05-15	구름조금	5	0.5	18.69	18.29	32.28	32.38	8.67	8.41	14.93	12.81	4.80	4.47	80.40	25.80	4.60	1.40	21.80	3.20	106.80	30.50			10.30	2.40	135.50		314.30	141.30	13.50	9.20	86.28	36.60	3
대한해협	행암만4	2016	05	2016-05-15	구름조금	5	0.8	18.67	18.17	32.33	32.39	8.56	8.44	14.78	12.32	4.97	4.08	491.30	48.60	9.60	1.70	45.40	6.80	546.30	57.10			5.10	6.20	68.40		601.70	200.20	12.80	25.50	63.60	26.20	4
대한해협	마산만1	2016	05	2016-05-15	맑음	7	1.8	17.65	16.20	31.20	31.97	8.53	8.38	13.74	11.47	4.56	3.06	12.00	36.80	0.90	0.50	8.70	9.20	21.60	46.60			5.90	7.00	58.60		21.00	170.60	12.10	8.20	13.75	17.40	3
대한해협	마산만2	2016	05	2016-05-15	구름조금	15	2.2	17.54	15.54	31.58	32.61	8.50	8.06	13.16	6.79	3.85	1.18	9.80	73.50	0.50	5.80	6.30	24.00	16.70	103.30			6.00	5.90	27.10		24.30	426.40	9.00	4.50	10.20	7.95	4
대한해협	마산만3	2016	05	2016-05-15	구름조금	13	1.5	17.05	15.39	31.57	32.54	8.53	8.16	13.50	7.96	4.28	2.10	13.40	62.40	0.70	1.40	3.90	6.90	18.10	70.70			6.10	6.70	41.40		47.00	205.50	11.50	9.60	15.90	17.95	3
대한해협	마산만4	2016	05	2016-05-15	구름조금	14	1.5	17.28	15.35	31.30	32.55	8.54	8.09	13.56	6.55	5.37	1.82	11.50	121.10	1.20	4.50	5.10	23.70	17.90	149.30			12.20	21.70	43.70		17.40	495.90	16.10	6.80	15.40	11.30	4
대한해협	마산만5	2016	05	2016-05-15	구름조금	27	2.0	17.06	15.43	31.68	32.80	8.46	8.03	12.00	6.21	2.92	0.67	8.80	95.70	0.60	9.30	3.20	39.70	12.60	144.70			6.20	11.60	27.20		81.10	518.90	5.50	7.40	6.45	3.65	3
대한해협	마산만6	2016	05	2016-05-15	구름조금	14	2.2	17.36	15.56	32.01	32.76	8.50	8.16	12.59	8.17	3.35	1.25	9.00	25.70	1.20	5.50	2.40	24.70	12.70	56.00			5.20	6.30	24.60		6.70	265.00	9.70	13.40	7.25	9.35	2
대한해협	마산만7	2016	05	2016-05-15	구름조금	12	4.0	16.61	16.41	32.06	32.51	8.21	8.22	8.85	9.26	1.50	1.77	11.10	20.60	2.00	0.40	2.50	5.40	15.60	26.40			5.20	5.60	16.20		71.30	136.70	4.50	6.80	1.78	7.40	1
대한해협	마산만8	2016	05	2016-05-15	맑음	30	2.5	16.73	15.07	32.33	33.53	8.26	8.12	9.27	7.56	1.67	0.90	23.60	32.80	0.60	12.50	3.20	41.30	27.40	86.50			4.90	10.40	23.20		169.60	317.20	8.30	6.90	3.47	6.90	1
대한해협	마산만9	2016	05	2016-05-15	구름조금	9	1.5	17.52	15.50	30.75	32.04	8.44	8.09	12.18	7.23	3.99	1.93	43.70	99.40	1.90	5.70	5.50	32.50	51.10	137.60			5.00	21.40	43.30		100.00	460.00	7.10	8.00	13.50	12.65	4
대한해협	마산만10	2016	05	2016-05-15	구름조금	7	1.4	17.80	16.31	31.02	31.79	8.59	8.32	14.34	10.42	4.92	3.32	13.90	50.60	0.30	2.30	7.40	14.20	21.60	67.10			4.90	8.70	40.10		8.00	317.80	7.90	9.10	13.80	14.30	3
대한해협	마산만11	2016	05	2016-05-15	구름조금	6	1.4	18.06	16.93	30.67	31.49	8.57	8.41	14.62	12.20	4.97	3.82	15.50	19.70	1.40	1.50	3.60	13.10	20.40	34.20			5.30	7.60	73.10		66.10	115.20	11.10	5.70	12.15	11.50	3
대한해협	마산만12	2016	05	2016-05-15	맑음	4	1.4	18.00	16.90	30.52	31.56	8.53	8.41	13.87	12.03	4.47	3.78	19.00	25.40	1.60	0.50	2.20	9.80	22.80	35.70			4.90	8.50	73.40		98.90	92.00	9.70	9.90	13.65	15.35	3
대한해협	마산만13	2016	05	2016-05-15	맑음	6	1.3	17.90	16.71	30.65	31.65	8.46	8.22	12.91	9.28	4.02	2.54	24.60	30.20	1.50	0.60	6.50	9.10	32.50	39.90			7.50	9.50	77.60		162.40	241.90	16.50	10.60	16.30	18.65	3
대한해협	마산만14	2016	05	2016-05-15	맑음	6	1.3	17.99	16.71	30.06	31.65	8.34	8.36	11.32	11.42	3.52	3.43	20.70	19.00	6.80	3.40	62.80	37.10	90.20	59.50			5.50	6.70	73.70		507.20	320.00	8.10	11.60	15.35	15.85	3
대한해협	마산만15	2016	05	2016-05-15	맑음	10	1.3	17.60	15.69	31.06	32.20	8.36	8.01	11.71	6.09	3.73	1.76	19.60	166.70	2.40	4.60	25.90	26.90	47.90	198.20			5.30	20.40	89.10		434.90	538.90	9.90	5.60	11.55	9.95	4
대한해협	진해만1	2016	05	2016-05-13	구름조금	23	3.8	16.05	14.64	32.53	33.90	8.18	8.12	8.71	7.69	1.47	1.07	15.40	29.80	10.20	22.80	76.00	67.90	101.50	120.40			4.90	9.40	21.00		168.50	211.50	7.20	10.30	2.34	0.84	1
대한해협	진해만2	2016	05	2016-05-15	구름조금	13	2.3	17.06	15.63	32.12	32.77	8.43	8.15	12.02	8.61	2.46	1.41	11.00	23.80	0.00	5.60	82.20	88.50	93.30	117.90			4.70	7.60	22.60		45.10	285.00	6.60	8.20	6.75	0.75	2
대한해협	진해만3	2016	05	2016-05-14	맑음	12	3.5	17.40	15.06	31.56	32.32	8.22	8.14	9.05	7.82	1.25	1.11	16.10	26.30	3.40	3.30	31.50	15.80	51.00	45.40			3.10	3.20	19.30		311.80	373.90	8.70	7.30	1.33	0.92	1
대한해협	진해만4	2016	05	2016-05-14	맑음	5	1.6	18.15	15.93	29.30	30.91	8.37	8.25	10.42	10.08	2.37	2.01	10.20	8.00	6.90	4.80	44.80	33.30	61.90	46.10			2.90	3.50	15.70		346.80	397.20	11.30	10.30	4.00	5.30	2
대한해협	진해만5	2016	05	2016-05-14	맑음	12	5.0	16.91	14.96	31.56	32.04	8.16	8.00	8.61	7.00	0.87	0.92	32.90	34.30	2.40	2.60	10.30	10.00	45.50	46.90			2.60	3.00	12.30		191.00	522.30	5.00	5.10	0.72	1.32	2
대한해협	진해만6	2016	05	2016-05-14	맑음	14	2.5	15.75	14.23	31.20	32.16	8.18	8.08	8.90	7.07	1.25	0.75	20.40	49.50	3.70	2.60	35.00	14.80	59.10	66.90			2.90	3.80	26.00		362.40	507.40	7.90	4.90	5.73	3.13	2
대한해협	진해만7	2016	05	2016-05-14	맑음	18	4.5	17.47	14.71	31.65	32.46	8.23	8.06	8.71	6.58	0.91	0.60	11.00	50.80	1.60	5.60	8.60	27.70	21.20	84.10			3.40	5.60	19.90		178.60	510.50	4.00	3.70	0.90	1.52	3
대한해협	진해만8	2016	05	2016-05-14	맑음	25	6.5	17.37	14.16	31.77	32.71	8.20	8.02	8.54	6.03	0.72	0.63	14.70	70.50	1.00	5.50	5.50	31.20	21.10	107.20			2.90	9.50	13.70		156.20	667.00	7.30	3.40	0.63	0.54	3
대한해협	진해만9	2016	05	2016-05-14	맑음	22	6.5	17.09	13.89	31.73	32.55	8.18	8.01	8.41	5.82	0.83	0.42	18.60	82.90	1.50	5.30	10.60	31.20	30.70	119.30			2.60	10.50	13.10		185.50	747.20	5.10	4.30	4.74	0.73	3
대한해협	진주만1	2016	05	2016-05-28	구름조금	15	3.0	20.19	19.31	32.25	32.49	8.08	8.09	7.68	7.28	0.90	0.68	2.20	9.50	2.20	3.10	5.50	9.90	10.00	22.40			4.60	6.50	26.40		293.20	300.90	13.80	14.80	1.80	2.08	1
대한해협	진주만2	2016	05	2016-05-28	구름조금	6	3.5	21.26	20.21	31.89	32.06	8.11	8.12	7.55	7.36	0.76	0.84	2.70	2.70	1.90	2.10	11.00	7.00	15.60	11.80			3.60	6.10	17.50		475.30	349.40	9.90	16.70	0.07	1.16	1
대한해협	광양만1	2016	05	2016-05-28	구름조금	12	1.9	20.40	19.22	31.34	31.58	8.13	8.07	8.22	6.84	1.09	0.68	7.70	66.70	1.20	3.20	77.10	77.80	86.10	147.70			4.90	8.10	29.30		115.50	187.60	13.60	16.20	3.83	2.75	3
대한해협	광양만2	2016	05	2016-05-28	구름조금	7	2.2	19.83	19.75	31.48	31.49	8.13	8.15	8.27	8.04	0.94	0.97	25.80	23.70	1.40	2.70	11.80	10.60	39.00	37.00			4.80	6.90	17.90		80.90	79.40	13.20	10.50	2.82	3.13	2
대한해협	광양만3	2016	05	2016-05-28	구름조금	7	2.0	19.80	19.53	31.52	31.68	8.18	8.19	8.74	8.42	1.05	0.98	10.50	11.90	1.70	1.00	9.10	5.70	21.40	18.60			4.80	6.50	25.70		43.90	44.70	12.80	10.50	3.47	2.91	2
대한해협	광양만4	2016	05	2016-05-28	구름조금	9	2.5	19.46	18.81	31.65	32.17	8.13	8.15	7.71	7.64	0.88	0.69	14.00	20.10	2.40	2.00	22.80	19.10	39.20	41.20			5.90	6.10	32.70		111.00	128.50	11.80	9.10	1.96	2.17	1
대한해협	광양만5	2016	05	2016-05-28	맑음	38	3.3	19.53	17.19	31.85	33.22	8.12	8.14	8.14	7.12	1.06	0.71	6.30	17.50	28.40	20.10	39.80	28.40	74.50	66.10			4.80	5.80	24.10		46.80	210.00	7.90	12.70	2.20	1.29	1
대한해협	광양만6	2016	05	2016-05-28	맑음	15	2.2	19.92	17.83	30.58	32.70	8.15	8.13	7.86	7.12	1.09	0.69	23.20	18.60	5.00	3.10	60.90	11.10	89.10	32.80			4.60	6.20	24.60		229.30	160.30	10.60	12.60	1.95	1.52	2
대한해협	광양만7	2016	05	2016-05-28	구름조금	10	3.0	19.55	18.51	31.57	32.27	8.15	8.13	8.10	7.57	1.05	0.86	13.70	21.70	2.40	1.40	29.40	9.00	45.60	32.10			4.80	6.60	29.50		206.40	135.60	11.10	10.90	2.47	2.50	1
대한해협	광양만8	2016	05	2016-05-28	구름조금	22	2.8	19.74	17.87	31.77	32.66	8.18	8.14	8.12	7.25	0.89	0.79	8.10	28.30	3.00	2.50	13.10	8.30	24.10	39.00			4.60	6.00	21.20		77.10	159.80	13.80	20.50	2.28	2.03	1
대한해협	광양만9	2016	05	2016-05-28	구름조금	18	2.6	20.27	18.33	31.40	32.35	8.21	8.18	8.87	7.80	1.34	0.98	12.40	22.30	4.00	1.50	10.50	5.90	26.80	29.70			4.60	7.10	25.60		59.60	63.40	10.50	11.10	2.66	2.61	1
대한해협	광양만10	2016	05	2016-05-28	구름조금	9	1.8	20.59	19.96	31.32	31.67	8.09	8.13	7.99	8.04	1.30	1.18	18.60	18.40	2.00	2.00	30.80	26.90	51.50	47.30			4.90	6.50	29.90		159.30	168.50	12.40	12.80	3.40	3.60	2
대한해협	광양만11	2016	05	2016-05-28	구름조금	18	2.8	20.50	18.00	31.13	32.49	8.09	8.12	7.81	7.44	1.18	0.94	54.90	30.70	28.00	2.80	117.80	11.30	200.80	44.80			5.40	6.70	22.90		250.80	123.80	13.20	16.90	2.19	2.18	1
대한해협	광양만12	2016	05	2016-05-28	구름조금	24	2.8	22.52	17.69	31.83	32.78	8.08	8.13	7.21	7.07	1.11	0.86	22.50	24.10	2.40	2.00	16.40	10.00	41.30	36.10			5.60	6.00	21.00		146.00	155.30	11.80	13.40	1.22	1.38	1
대한해협	섬진강하구1	2016	05	2016-05-18	맑음	6	2.4	19.46	18.60	9.17	22.51	8.41	7.93	8.37	6.18	2.06	2.15	43.00	7.40	9.50	8.90	1236.10	459.30	1288.70	475.70			26.70	36.20	38.90		1922.50	1685.90	3.10	22.20	0.71	0.33	4
대한해협	섬진강하구2	2016	05	2016-05-18	맑음	5	2.5	19.56	19.03	8.20	17.91	8.27	8.02	8.27	7.80	2.14	1.86	41.00	1.00	13.10	10.20	1089.50	906.00	1143.60	917.20			26.60	34.10	40.00		2234.70	1560.40	2.90	4.80	1.06	0.96	2
대한해협	섬진강하구3	2016	05	2016-05-18	맑음	6	2.3	19.09	18.56	15.37	24.91	8.09	7.86	8.16	6.70	1.95	1.74	36.90	550.00	8.60	8.80	955.90	458.90	1001.40	1017.60			22.20	32.90	33.40		2082.70	1673.20	2.50	13.50	0.86	1.36	3
대한해협	섬진강하구4	2016	05	2016-05-18	맑음	8	2.0	18.91	18.64	20.34	25.82	8.12	7.94	8.06	6.93	1.83	1.37	232.40	341.00	8.60	7.90	939.40	372.50	1180.50	721.40			23.70	25.90	36.80		2057.70	1373.50	3.40	9.00	0.73	1.42	3
대한해협	섬진강하구5	2016	05	2016-05-18	맑음	8	2.4	19.21	18.73	13.37	25.81	8.14	7.96	7.88	6.89	1.91	1.49	161.10	254.80	8.50	7.50	770.50	292.40	940.00	554.70			23.50	25.20	36.10		1619.30	1156.90	4.10	13.70	1.07	1.90	3
대한해협	섬진강하구6	2016	05	2016-05-18	맑음	8	2.0	19.01	18.69	19.44	27.32	8.18	8.00	7.91	6.95	1.74	1.34	51.60	234.20	8.60	6.50	730.90	238.60	791.10	479.40			23.40	21.60	36.70		1216.30	908.50	11.20	21.90	0.83	1.28	3
대한해협	섬진강하구7	2016	05	2016-05-18	맑음	5	3.5	19.08	18.70	19.53	27.00	8.18	8.05	7.68	7.17	1.63	1.33	108.70	136.90	8.80	6.40	617.00	224.20	734.50	367.50			24.20	20.00	29.20		1258.10	910.20	20.30	17.10	1.30	2.61	2
대한해협	섬진강하구8	2016	05	2016-05-18	맑음	6	2.1	18.91	18.67	22.43	28.45	8.18	8.07	7.30	7.16	1.74	1.07	83.90	138.80	8.60	6.50	564.10	207.50	656.50	352.90			23.10	17.20	25.00		1888.30	838.20	4.20	17.00	1.70	2.26	3
대한해협	섬진강하구9	2016	05	2016-05-18	맑음	5	1.7	18.77	18.79	27.81	28.21	8.18	8.13	7.61	7.38	1.62	1.26	52.90	97.00	8.70	5.90	559.90	185.80	621.50	288.70			23.60	16.90	25.60		1861.50	785.00	4.40	9.10	1.26	2.14	3
대한해협	섬진강하구10	2016	05	2016-05-18	맑음	5	1.7	18.93	18.59	29.75	30.65	8.16	8.17	7.44	7.93	1.17	1.03	50.40	75.90	6.40	4.80	219.20	85.60	276.00	166.40			17.10	8.80	19.80		963.70	436.40	11.30	11.10	1.03	0.57	2
대한해협	여수1	2016	05	2016-05-20	맑음	13	2.7	18.35	16.15	32.04	32.81	8.21	8.08	9.83	7.20	1.55	0.95	2.50	22.50	2.20	4.50	6.90	22.60	11.60	49.70			3.20	7.00	15.90		127.80	263.50	33.30	19.10	2.68	2.30	2
대한해협	여수2	2016	05	2016-05-20	맑음	13	2.5	18.63	17.10	31.72	32.10	8.22	8.20	10.15	9.31	1.82	1.60	2.10	2.00	1.60	2.10	5.20	7.40	8.90	11.50			3.00	5.90	10.80		142.90	181.00	26.10	23.60	1.88	3.19	1
대한해협	여수3	2016	05	2016-05-20	맑음	15	2.8	18.03	16.10	32.26	32.94	8.22	8.13	9.97	8.13	1.34	1.09	2.00	2.10	1.90	3.40	6.40	10.50	10.30	16.00			2.90	5.20	15.00		173.20	274.70	11.10	35.90	2.67	3.17	1
대한해협	가막만1	2016	05	2016-05-20	맑음	18	2.0	18.16	18.22	32.24	32.23	8.09	8.09	7.96	7.61	1.24	1.27	26.80	23.30	3.00	3.20	24.70	24.90	54.40	51.40			3.60	6.30	41.40		113.70	126.90	22.60	16.30	3.67	2.51	2
대한해협	가막만2	2016	05	2016-05-21	맑음	5	4.0	20.33	20.01	32.59	32.58	8.14	8.16	8.87	8.94	1.17	1.44	7.00	6.10	0.10	0.30	1.50	1.00	8.50	7.30			3.90	4.00	22.50		29.10	44.60	17.00	5.60	0.77	0.83	1
대한해협	가막만3	2016	05	2016-05-21	맑음	9	2.0	18.86	17.78	32.81	32.93	8.08	8.10	8.66	8.65	1.43	1.30	6.60	5.10	1.20	2.30	2.10	5.60	9.90	13.00			3.60	3.20	28.20		50.50	92.60	19.20	18.10	1.00	1.90	2
대한해협	가막만4	2016	05	2016-05-21	맑음	8	4.8	21.88	18.54	32.23	32.33	8.12	8.08	8.95	8.11	1.37	1.75	4.60	4.10	0.50	0.50	3.20	1.80	8.20	6.40			3.60	5.30	19.90		49.00	296.40	11.20	18.40	1.05	2.34	1
대한해협	가막만5	2016	05	2016-05-21	맑음	7	4.5	20.90	18.66	32.33	32.42	8.14	8.10	8.79	8.40	1.09	1.46	5.80	6.10	0.90	0.80	1.90	2.40	8.60	9.30			2.20	3.20	13.20		34.80	114.40	7.30	9.60	0.21	0.67	1
대한해협	신항1	2016	05	2016-05-12	맑음	18	1.0	16.29	15.59	32.70	32.83	8.14	8.14	7.41	7.28	1.04	1.07	49.90	50.80	13.60	13.40	100.80	70.50	164.30	134.80			12.10	7.40	25.90		351.00	322.50	12.80	30.80	0.33	0.34	3
대한해협	신항2	2016	05	2016-05-12	맑음	7	2.0	16.56	15.76	32.75	32.92	8.16	8.16	7.75	7.52	1.09	1.07	34.70	41.80	12.20	12.60	79.40	61.50	126.20	115.90			7.30	5.70	22.50		294.90	287.60	12.70	13.00	0.67	1.05	2
대한해협	낙동강하구1	2016	05	2016-05-19	맑음	7	1.4	19.48	18.29	9.74	23.09	8.59	8.37	9.03	7.72	2.75	2.98	80.00	134.40	27.40	18.90	1145.70	706.00	1253.10	859.20			18.00	33.40	38.80		400.60	666.10	6.40	8.10	12.84	4.56	3
대한해협	낙동강하구2	2016	05	2016-05-19	맑음	8	1.2	19.48	17.17	10.23	27.76	8.62	8.26	8.69	6.74	3.13	2.00	89.50	271.30	27.90	11.40	1152.70	271.60	1270.10	554.30			19.00	113.50	40.70		411.20	861.60	8.30	11.60	4.76	2.81	4
대한해협	낙동강하구3	2016	05	2016-05-19	맑음	5	1.7	19.25	18.16	12.59	24.05	8.59	8.36	8.48	8.07	2.67	2.66	91.10	100.20	27.30	16.00	1150.20	604.50	1268.60	720.70			18.60	22.00	24.70		454.20	631.00	4.20	8.70	2.16	4.80	3
대한해협	낙동강하구4	2016	05	2016-05-19	맑음	4	1.5	18.56	17.75	12.25	28.44	8.60	8.45	8.60	8.48	2.72	3.57	81.40	78.00	26.90	21.30	1092.10	891.40	1200.50	990.70			17.00	21.10	30.80		537.70	602.90	5.90	7.30	1.13	9.68	3
대한해협	낙동강하구5	2016	05	2016-05-19	맑음	10	2.0	18.09	16.42	23.53	32.00	8.47	8.26	9.05	5.86	2.87	1.29	71.80	273.00	18.20	5.60	705.20	31.50	795.10	310.00			13.80	26.10	29.50		415.40	1066.50	5.20	6.20	4.68	2.76	4
대한해협	낙동강하구6	2016	05	2016-05-19	맑음	7	1.9	18.14	16.67	24.36	31.76	8.56	8.40	8.99	7.08	2.75	1.51	75.30	172.70	17.60	4.70	683.80	38.90	776.70	216.40			14.90	25.90	16.30		426.90	953.40	5.80	7.30	4.12	3.50	3
대한해협	낙동강하구7	2016	05	2016-05-19	맑음	7	2.2	18.34	16.87	22.94	31.68	8.61	8.48	8.74	8.98	2.55	1.83	83.00	56.00	18.60	3.60	736.20	39.80	837.80	99.40			13.30	9.50	19.20		439.50	545.80	5.40	16.90	3.06	16.20	3
대한해협	낙동강하구8	2016	05	2016-05-19	맑음	6	1.7	18.52	17.18	20.87	31.37	8.72	8.54	8.51	8.67	2.66	1.55	94.80	23.20	26.70	2.60	1112.10	28.80	1233.60	54.70			20.00	6.60	30.10		536.30	373.70	7.10	22.50	1.04	13.44	3
대한해협	낙동강하구9	2016	05	2016-05-19	맑음	5	1.5	18.93	17.41	14.46	28.96	8.69	8.62	8.88	8.64	2.78	3.21	79.80	65.80	23.70	18.70	1021.00	814.80	1124.60	899.30			18.30	13.00	19.70		557.10	524.30	8.00	11.70	0.78	10.08	3
대한해협	낙동강하구10	2016	05	2016-05-19	맑음	3	2.2	17.48	16.63	27.25	32.08	8.63	8.55	8.40	9.55	2.85	2.35	68.70	41.50	23.40	10.50	1021.40	431.10	1113.60	483.20			18.20	8.50	19.00		540.80	452.80	6.40	23.50	1.21	11.08	3
대한해협	울산2	2016	02	2016-02-17	맑음	32	2.0	11.40	11.57	33.91	34.12	8.20	8.22	9.03	9.00	0.77	0.69	26.20	7.50	5.10	3.30	141.30	94.70	172.60	105.50			20.80	15.10	29.20		425.60	314.70	21.00	18.80	0.37	0.18	2
대한해협	울산3	2016	02	2016-02-17	맑음	12	1.9	10.93	11.59	32.97	34.04	8.19	8.21	8.94	8.80	0.83	0.70	77.50	13.70	6.50	3.90	238.40	122.50	322.50	140.10			25.60	17.90	33.70		493.50	397.80	16.30	10.50	0.28	0.31	2
대한해협	울산4	2016	02	2016-02-17	맑음	12	2.1	11.43	11.44	33.25	33.71	8.14	8.18	8.34	8.65	0.95	0.93	134.00	53.70	6.90	5.40	234.10	168.20	375.00	227.30			28.40	24.20	40.00		472.10	494.90	21.10	7.50	0.31	0.35	3
대한해협	울산5	2016	02	2016-02-17	맑음	11	2.0	10.99	11.03	33.04	33.24	8.21	8.21	8.87	8.80	0.90	0.85	75.80	64.20	7.20	5.50	206.80	190.20	289.80	259.90			25.50	21.90	32.90		496.60	470.20	7.90	26.80	0.35	0.23	2
대한해협	울산6	2016	02	2016-02-17	맑음	11	2.0	11.02	11.37	32.35	33.70	8.15	8.19	8.78	8.70	0.99	0.93	93.80	37.50	7.20	5.00	241.70	158.70	342.70	201.10			26.90	22.10	35.80		489.00	471.80	7.80	13.90	0.36	0.38	3
대한해협	울산7	2016	02	2016-02-17	맑음	11	1.7	11.11	11.58	33.16	33.97	8.17	8.21	8.80	8.77	0.85	0.77	88.70	33.50	6.60	4.80	193.70	154.20	289.00	192.50			26.40	21.30	33.40		509.80	468.50	11.60	9.20	0.39	0.50	2
대한해협	울산8	2016	02	2016-02-17	맑음	8	1.5	11.60	11.44	32.73	33.00	8.13	8.15	8.41	8.52	1.48	1.24	136.60	120.90	6.60	3.50	198.10	121.00	341.40	245.40			26.00	18.90	37.80		532.50	324.30	28.20	29.80	0.31	0.38	3
대한해협	울산9	2016	02	2016-02-17	맑음	21	1.8	11.40	11.48	33.85	34.08	8.20	8.22	8.94	8.82	1.27	1.30	26.00	15.70	5.00	4.50	135.60	137.40	166.60	157.50			20.20	18.80	27.80		407.00	440.40	15.50	8.00	0.34	0.34	2
대한해협	울산10	2016	02	2016-02-17	맑음	21	2.1	11.24	11.51	33.51	34.04	8.19	8.20	9.01	8.87	1.16	1.06	51.00	20.30	5.80	2.90	150.90	93.40	207.60	116.60			22.40	14.60	27.10		435.50	299.00	6.90	23.80	0.25	0.34	2
대한해협	울산11	2016	02	2016-02-17	맑음	11	2.1	11.57	11.52	33.58	33.83	8.19	8.20	8.77	8.82	0.90	0.93	33.50	25.60	4.90	4.50	158.90	157.20	197.20	187.30			21.70	20.70	26.70		485.00	466.20	24.10	29.50	0.52	0.56	2
대한해협	울산12	2016	02	2016-02-17	맑음	21	1.9	11.37	11.46	34.01	34.03	8.11	8.18	8.98	8.91	1.03	1.06	22.60	23.30	4.70	4.40	127.40	130.70	154.70	158.40			18.90	18.90	25.10		392.90	427.10	7.90	20.40	0.32	0.29	2
대한해협	온산1	2016	02	2016-02-17	맑음	14	2.0	11.25	11.53	33.14	33.89	8.18	8.20	8.89	8.86	1.16	0.99	37.40	26.10	5.50	4.50	232.80	151.40	275.70	182.10			21.10	20.50	32.70		464.50	457.70	14.70	27.70	0.46	0.41	2
대한해협	온산2	2016	02	2016-02-17	맑음	7	1.9	11.31	11.30	34.04	34.04	8.14	8.16	8.89	8.91	0.95	0.85	13.90	15.90	4.10	3.00	131.20	93.60	149.20	112.40			18.60	15.80	25.80		391.20	310.20	19.00	22.80	0.43	0.39	2
대한해협	온산4	2016	02	2016-02-17	맑음	12	2.8	10.90	10.91	33.52	33.55	8.18	8.20	9.08	9.03	1.19	1.17	37.30	37.40	6.10	5.90	199.40	185.80	242.80	229.10			21.50	21.80	26.40		493.00	488.10	22.20	24.20	0.37	0.31	2
대한해협	온산5	2016	02	2016-02-17	맑음	11	2.6	10.88	11.39	33.38	33.74	8.16	8.20	8.96	8.79	1.42	1.26	40.00	32.80	8.30	3.90	208.10	125.70	256.40	162.30			22.10	17.80	26.70		499.70	354.10	5.50	24.80	0.48	0.47	2
대한해협	온산6	2016	02	2016-02-17	맑음	18	2.1	11.11	11.29	33.39	33.73	8.14	8.19	8.91	8.87	1.27	1.03	35.50	26.00	5.40	5.20	203.10	152.30	244.00	183.50			21.70	22.10	28.20		497.70	465.10	24.60	24.50	0.52	0.43	2
대한해협	온산7	2016	02	2016-02-17	맑음	18	2.3	11.49	11.57	33.73	34.00	8.13	8.19	8.87	8.79	0.91	0.78	37.50	25.30	4.60	4.40	162.40	133.80	204.50	163.50			21.00	20.50	28.00		443.60	452.30	15.70	23.00	0.42	0.37	1
대한해협	온산8	2016	02	2016-02-17	맑음	18	1.8	11.34	11.34	33.98	33.98	8.14	8.19	8.82	8.75	1.24	1.09	22.00	23.90	4.00	4.30	135.80	141.30	161.80	169.50			19.80	20.00	25.30		426.30	439.70	28.80	14.10	0.47	0.38	2
대한해협	온산9	2016	02	2016-02-17	맑음	21	2.0	11.33	11.33	33.98	33.99	8.15	8.18	8.87	8.87	1.04	1.06	20.40	19.30	4.20	4.60	144.70	141.10	169.30	164.90			19.90	20.60	25.10		445.30	444.30	18.60	22.60	0.46	0.38	2
대한해협	부산1	2016	02	2016-02-26	맑음	19	3.5	11.48	11.50	34.01	34.06	8.25	8.32	9.52	9.44	0.68	0.58	43.50	29.90	7.80	7.10	130.50	116.80	181.80	153.80			18.50	17.60	23.80		348.00	346.10	12.20	9.00	0.84	0.74	1
대한해협	부산2	2016	02	2016-02-26	맑음	11	3.0	11.61	11.53	34.00	34.08	8.33	8.34	9.36	9.18	0.78	0.76	51.10	37.90	7.70	7.00	120.60	110.90	179.40	155.80			18.00	17.60	20.20		343.20	336.80	9.70	10.80	0.70	0.83	1
대한해협	부산3	2016	02	2016-02-26	맑음	10	3.5	11.51	11.14	33.96	34.00	8.31	8.34	9.29	9.46	1.23	0.61	72.70	51.90	8.50	7.20	123.00	120.10	204.20	179.20			19.10	18.70	20.70		352.90	348.40	11.70	9.10	0.66	0.82	1
